LinkID,LinkName,AirportCode,NodeNameFrom,NodeNameTo,Length,LinkTypeID,RunwayAssociation
10315,S.A4.01_T.A.04,PHX,S.A4.01,T.A.04,85.0760439172,10,null
10316,S.A4.01_G.A4.01,PHX,S.A4.01,G.A4.01,75.8161666183,10,null
10317,G.A4.01_G.A3.02,PHX,G.A4.01,G.A3.02,546.4394866649,10,null
10318,S.A3.02_G.A3.02,PHX,S.A3.02,G.A3.02,73.6011473555,10,null
10319,G.A3.02_G.A3.01,PHX,G.A3.02,G.A3.01,544.1613316357,10,null
10320,S.A3.01_G.A3.01,PHX,S.A3.01,G.A3.01,88.5194838696,10,null
10321,G.A3.01_G.A2.01,PHX,G.A3.01,G.A2.01,620.9392746517,10,null
10322,G.A2.01_G.A2.03,PHX,G.A2.01,G.A2.03,226.8154314725,10,null
10323,G.A2.01_G.A2.02,PHX,G.A2.01,G.A2.02,511.1818627055,10,null
10324,Taxiway Intersection (27)_O.C.01,PHX,Taxiway Intersection (27),O.C.01,229.9385311937,10,null
10325,O.C.01_O.C.02,PHX,O.C.01,O.C.02,945.5859533543,10,null
10326,O.C.02_C.nB4,PHX,O.C.02,C.nB4,321.9571921986,10,null
10327,S.A9.01_Taxiway Intersection (9),PHX,S.A9.01,Taxiway Intersection (9),89.5163554075,10,null
10328,O.A9.01_S.A9.01,PHX,O.A9.01,S.A9.01,144.631062737,10,null
10329,O.A9.02_S.A9.02,PHX,O.A9.02,S.A9.02,107.9309054592,10,null
10330,S.A9.02_Taxiway Intersection (9),PHX,S.A9.02,Taxiway Intersection (9),136.3901997642,10,null
10331,B.n11_B.n1108/26.11,PHX,B.n11,B.n1108/26.11,206.5685623369,10,null
10332,B.n1108/26.11_08/26.11,PHX,B.n1108/26.11,08/26.11,142.3533863002,10,null
10333,B.n11_B.n11B.nC10,PHX,B.n11,B.n11B.nC10,246.0087225456,10,null
10334,B.n11B.nC10_B.nC10,PHX,B.n11B.nC10,B.nC10,430.4352098794,10,null
10335,B.n1108/26.11_B.n11B.nC10,PHX,B.n1108/26.11,B.n11B.nC10,306.3399728935,10,null
10337,08/26.1008/26.11_08/26.11,PHX,08/26.1008/26.11,08/26.11,189.3537078962,30,08/26
10338,08/26.1008/26.11_B.n1108/26.11,PHX,08/26.1008/26.11,B.n1108/26.11,237.5646458162,10,null
10339,08/26.7_08/26.708/26.8,PHX,08/26.7,08/26.708/26.8,653.9286346614,30,08/26
10340,08/26.708/26.8_08/26.8,PHX,08/26.708/26.8,08/26.8,178.6440966236,30,08/26
10341,B.n8_B.n808/26.8,PHX,B.n8,B.n808/26.8,260.7486142855,10,null
10342,B.n808/26.8_08/26.8,PHX,B.n808/26.8,08/26.8,161.6022590426,10,null
10343,08/26.708/26.8_B.n808/26.8,PHX,08/26.708/26.8,B.n808/26.8,247.6492266539,10,null
10345,B.n7B.n8_B.n8,PHX,B.n7B.n8,B.n8,201.6367121886,10,null
10346,C.n7_B.n7B.n8,PHX,C.n7,B.n7B.n8,243.4691109201,10,null
10347,B.n7B.n8_B.n808/26.8,PHX,B.n7B.n8,B.n808/26.8,171.616645839,10,null
10348,B.n7_B.n708/26.7,PHX,B.n7,B.n708/26.7,173.9744110442,10,null
10349,B.n708/26.7_08/26.7,PHX,B.n708/26.7,08/26.7,204.5740800551,10,null
10350,B.n7_B.n7B.n7B.n8,PHX,B.n7,B.n7B.n7B.n8,149.5722129362,10,null
10351,B.n7B.n7B.n8_B.n7B.n8,PHX,B.n7B.n7B.n8,B.n7B.n8,859.7509268028,10,null
10352,B.n708/26.7_B.n7B.n7B.n8,PHX,B.n708/26.7,B.n7B.n7B.n8,194.8497628714,10,null
10353,B.n6_B.n608/26.6,PHX,B.n6,B.n608/26.6,216.670621326,10,null
10354,B.n608/26.6_08/26.6,PHX,B.n608/26.6,08/26.6,166.7630015149,10,null
10355,B.n6_B.n6B.n7,PHX,B.n6,B.n6B.n7,211.4028548667,10,null
10356,B.n6B.n7_B.n7,PHX,B.n6B.n7,B.n7,598.9134225921,10,null
10357,B.n608/26.6_B.n6B.n7,PHX,B.n608/26.6,B.n6B.n7,179.1340208046,10,null
10358,08/26.6_08/26.608/26.7,PHX,08/26.6,08/26.608/26.7,141.2793717403,30,08/26
10359,08/26.608/26.7_08/26.7,PHX,08/26.608/26.7,08/26.7,681.9076043273,30,08/26
10360,08/26.608/26.7_B.n608/26.6,PHX,08/26.608/26.7,B.n608/26.6,226.0235040492,10,null
10361,B.n5_B.n508/26.5,PHX,B.n5,B.n508/26.5,254.0158014547,10,null
10362,B.n508/26.5_08/26.5,PHX,B.n508/26.5,08/26.5,224.6181299649,10,null
10363,B.n5_B.n5B.n6,PHX,B.n5,B.n5B.n6,225.8233874988,10,null
10364,B.n5B.n6_B.n6,PHX,B.n5B.n6,B.n6,675.2306741156,10,null
10365,B.n508/26.5_B.n5B.n6,PHX,B.n508/26.5,B.n5B.n6,208.6570725398,10,null
10366,B.n9_B.n908/26.9,PHX,B.n9,B.n908/26.9,259.7021102177,10,null
10367,B.n908/26.9_08/26.9,PHX,B.n908/26.9,08/26.9,212.3726983935,10,null
10368,Taxiway Intersection (24)_B.n908/26.9,PHX,Taxiway Intersection (24),B.n908/26.9,183.3795904475,10,null
10369,B.n10_B.n1008/26.10,PHX,B.n10,B.n1008/26.10,188.1980828752,10,null
10370,B.n1008/26.10_08/26.10,PHX,B.n1008/26.10,08/26.10,256.3836595516,10,null
10371,B.n9_B.n9B.n10,PHX,B.n9,B.n9B.n10,658.7105047631,10,null
10372,B.n9B.n10_B.n10,PHX,B.n9B.n10,B.n10,167.6086228261,10,null
10373,B.n1008/26.10_B.n9B.n10,PHX,B.n1008/26.10,B.n9B.n10,201.3704109247,10,null
10374,B.n10_B.n10B.n11,PHX,B.n10,B.n10B.n11,125.6806214989,10,null
10375,B.n10B.n11_B.n11,PHX,B.n10B.n11,B.n11,515.7574014536,10,null
10376,B.n1008/26.10_B.n10B.n11,PHX,B.n1008/26.10,B.n10B.n11,255.8100514209,10,null
10377,08/26.10_08/26.1008/26.1008/26.11,PHX,08/26.10,08/26.1008/26.1008/26.11,148.4730611107,30,08/26
10378,08/26.1008/26.1008/26.11_08/26.1008/26.11,PHX,08/26.1008/26.1008/26.11,08/26.1008/26.11,571.0105970461,30,08/26
10379,08/26.1008/26.1008/26.11_Taxiway Intersection (8),PHX,08/26.1008/26.1008/26.11,Taxiway Intersection (8),337.608023764,10,null
10380,08/26.1008/26.1008/26.11_B.n1008/26.10,PHX,08/26.1008/26.1008/26.11,B.n1008/26.10,180.6622410917,10,null
10381,C.n10_C.n10Taxiway Intersection (39),PHX,C.n10,C.n10Taxiway Intersection (39),114.3833145119,10,null
10382,C.n10Taxiway Intersection (39)_Taxiway Intersection (39),PHX,C.n10Taxiway Intersection (39),Taxiway Intersection (39),173.4646437239,10,null
10383,SpotNE.3_C.n10Taxiway Intersection (39),PHX,SpotNE.3,C.n10Taxiway Intersection (39),115.5880104716,10,null
10384,C.n10_C.n10B.nC10,PHX,C.n10,C.n10B.nC10,125.6270581282,10,null
10385,C.n10B.nC10_B.nC10,PHX,C.n10B.nC10,B.nC10,141.4307523817,10,null
10386,C.n10Taxiway Intersection (39)_C.n10B.nC10,PHX,C.n10Taxiway Intersection (39),C.n10B.nC10,128.2404713344,10,null
10387,B.nC10_B.nC10B.n12,PHX,B.nC10,B.nC10B.n12,146.3299904281,10,null
10388,B.nC10B.n12_B.n12,PHX,B.nC10B.n12,B.n12,445.0678932413,10,null
10389,C.n10B.nC10_B.nC10B.n12,PHX,C.n10B.nC10,B.nC10B.n12,129.7453761832,10,null
10390,Taxiway Intersection (41)_Taxiway Intersection (41)C.nB13,PHX,Taxiway Intersection (41),Taxiway Intersection (41)C.nB13,130.0562492129,10,null
10391,Taxiway Intersection (41)C.nB13_C.nB13,PHX,Taxiway Intersection (41)C.nB13,C.nB13,131.105583591,10,null
10392,C.nB13_C.nB13T.R.01,PHX,C.nB13,C.nB13T.R.01,136.5475365783,10,null
10393,C.nB13T.R.01_T.R.01,PHX,C.nB13T.R.01,T.R.01,87.3941428591,10,null
10394,Taxiway Intersection (41)C.nB13_C.nB13T.R.01,PHX,Taxiway Intersection (41)C.nB13,C.nB13T.R.01,136.7959043011,10,null
10395,SpotNE.2_Taxiway Intersection (41)C.nB13,PHX,SpotNE.2,Taxiway Intersection (41)C.nB13,160.621227639,10,null
10396,C.n9_C.n9Taxiway Intersection (37),PHX,C.n9,C.n9Taxiway Intersection (37),91.9672354296,10,null
10397,C.n9Taxiway Intersection (37)_Taxiway Intersection (37),PHX,C.n9Taxiway Intersection (37),Taxiway Intersection (37),180.26780592,10,null
10398,SpotNE.5_C.n9Taxiway Intersection (37),PHX,SpotNE.5,C.n9Taxiway Intersection (37),117.0655921564,10,null
10399,C.n8_C.n8Taxiway Intersection (35),PHX,C.n8,C.n8Taxiway Intersection (35),116.380546845,10,null
10400,C.n8Taxiway Intersection (35)_Taxiway Intersection (35),PHX,C.n8Taxiway Intersection (35),Taxiway Intersection (35),109.9328992403,10,null
10401,SpotNE.7_C.n8Taxiway Intersection (35),PHX,SpotNE.7,C.n8Taxiway Intersection (35),118.7735461332,10,null
10402,Taxiway Intersection (34)_Taxiway Intersection (34)C.n8,PHX,Taxiway Intersection (34),Taxiway Intersection (34)C.n8,84.82199375,10,null
10403,Taxiway Intersection (34)C.n8_C.n8,PHX,Taxiway Intersection (34)C.n8,C.n8,106.5536129014,10,null
10404,SpotNE.8_Taxiway Intersection (34)C.n8,PHX,SpotNE.8,Taxiway Intersection (34)C.n8,127.5150671808,10,null
10405,D.n13_D.n13E.n13,PHX,D.n13,D.n13E.n13,94.5036102027,10,null
10406,D.n13E.n13_E.n13,PHX,D.n13E.n13,E.n13,136.1225516635,10,null
10407,D.n13E.n13_Taxiway Intersection (19),PHX,D.n13E.n13,Taxiway Intersection (19),121.2309652067,10,null
10408,07L/25R.13_07L/25R.13E.n13,PHX,07L/25R.13,07L/25R.13E.n13,115.0325617945,10,null
10409,07L/25R.13E.n13_E.n13,PHX,07L/25R.13E.n13,E.n13,231.9017806696,10,null
10410,Taxiway Intersection (14)_07L/25R.13E.n13,PHX,Taxiway Intersection (14),07L/25R.13E.n13,334.401791266,10,null
10411,D.n12_D.n12E.nD12,PHX,D.n12,D.n12E.nD12,124.0206075925,10,null
10412,D.n12E.nD12_E.nD12,PHX,D.n12E.nD12,E.nD12,119.4381303865,10,null
10414,07L/25R.12_07L/25R.12E.n12,PHX,07L/25R.12,07L/25R.12E.n12,186.1478670362,10,null
10415,07L/25R.12E.n12_E.n12,PHX,07L/25R.12E.n12,E.n12,200.0301124379,10,null
10416,07L/25R.12E.n12_E.nD12,PHX,07L/25R.12E.n12,E.nD12,176.2051816813,10,null
10418,Taxiway Intersection (42)E.nD12_E.nD12,PHX,Taxiway Intersection (42)E.nD12,E.nD12,162.3630377623,10,null
10419,Taxiway Intersection (42)E.nD12_D.n12E.nD12,PHX,Taxiway Intersection (42)E.nD12,D.n12E.nD12,129.9662176187,10,null
10420,D.n11_D.n11Taxiway Intersection (42),PHX,D.n11,D.n11Taxiway Intersection (42),127.124056311,10,null
10421,D.n11Taxiway Intersection (42)_Taxiway Intersection (42),PHX,D.n11Taxiway Intersection (42),Taxiway Intersection (42),185.0459609495,10,null
10422,Taxiway Intersection (42)_Taxiway Intersection (42)Taxiway Intersection (42)E.nD12,PHX,Taxiway Intersection (42),Taxiway Intersection (42)Taxiway Intersection (42)E.nD12,260.2418418897,10,null
10423,Taxiway Intersection (42)Taxiway Intersection (42)E.nD12_Taxiway Intersection (42)E.nD12,PHX,Taxiway Intersection (42)Taxiway Intersection (42)E.nD12,Taxiway Intersection (42)E.nD12,468.2371366882,10,null
10424,D.n11Taxiway Intersection (42)_Taxiway Intersection (42)Taxiway Intersection (42)E.nD12,PHX,D.n11Taxiway Intersection (42),Taxiway Intersection (42)Taxiway Intersection (42)E.nD12,140.3968426386,10,null
10425,07L/25R.11_07L/25R.11E.n11,PHX,07L/25R.11,07L/25R.11E.n11,199.3978634488,10,null
10426,07L/25R.11E.n11_E.n11,PHX,07L/25R.11E.n11,E.n11,143.1783925847,10,null
10427,07L/25R.11E.n11_Taxiway Intersection (42),PHX,07L/25R.11E.n11,Taxiway Intersection (42),283.09908765,10,null
10428,D.n10_D.n10E.nD10,PHX,D.n10,D.n10E.nD10,119.7470481951,10,null
10429,D.n10E.nD10_E.nD10,PHX,D.n10E.nD10,E.nD10,132.9012089953,10,null
10430,E.nD10_E.nD10E.n11,PHX,E.nD10,E.nD10E.n11,165.1737376521,10,null
10431,E.nD10E.n11_E.n11,PHX,E.nD10E.n11,E.n11,169.2766058729,10,null
10432,D.n10E.nD10_E.nD10E.n11,PHX,D.n10E.nD10,E.nD10E.n11,138.8912057579,10,null
10433,07L/25R.10_07L/25R.1007L/25R.11,PHX,07L/25R.10,07L/25R.1007L/25R.11,656.5035813289,30,07L/25R
10434,07L/25R.1007L/25R.11_07L/25R.11,PHX,07L/25R.1007L/25R.11,07L/25R.11,297.1458566827,30,07L/25R
10435,07L/25R.1007L/25R.11_07L/25R.11E.n11,PHX,07L/25R.1007L/25R.11,07L/25R.11E.n11,370.4466728347,10,null
10436,07L/25R.10_07L/25R.10E.n10,PHX,07L/25R.10,07L/25R.10E.n10,201.7732661099,10,null
10437,07L/25R.10E.n10_E.n10,PHX,07L/25R.10E.n10,E.n10,214.5639639542,10,null
10438,D.nS_D.nSTaxiway Intersection (21),PHX,D.nS,D.nSTaxiway Intersection (21),130.4494068486,10,null
10439,D.nSTaxiway Intersection (21)_Taxiway Intersection (21),PHX,D.nSTaxiway Intersection (21),Taxiway Intersection (21),132.581556947,10,null
10440,Taxiway Intersection (21)_07L/25R.10E.n10,PHX,Taxiway Intersection (21),07L/25R.10E.n10,170.1284389087,10,null
10441,Taxiway Intersection (23)_Taxiway Intersection (23)Taxiway Intersection (21),PHX,Taxiway Intersection (23),Taxiway Intersection (23)Taxiway Intersection (21),100.815544232,10,null
10442,Taxiway Intersection (23)Taxiway Intersection (21)_Taxiway Intersection (21),PHX,Taxiway Intersection (23)Taxiway Intersection (21),Taxiway Intersection (21),153.3827376383,10,null
10443,D.nSTaxiway Intersection (21)_Taxiway Intersection (23)Taxiway Intersection (21),PHX,D.nSTaxiway Intersection (21),Taxiway Intersection (23)Taxiway Intersection (21),116.8191129815,10,null
10444,Taxiway Intersection (22)_Taxiway Intersection (22)Taxiway Intersection (23),PHX,Taxiway Intersection (22),Taxiway Intersection (22)Taxiway Intersection (23),127.9223264319,10,null
10445,Taxiway Intersection (22)Taxiway Intersection (23)_Taxiway Intersection (23),PHX,Taxiway Intersection (22)Taxiway Intersection (23),Taxiway Intersection (23),119.1664797497,10,null
10446,Taxiway Intersection (22)Taxiway Intersection (23)_E.n9,PHX,Taxiway Intersection (22)Taxiway Intersection (23),E.n9,188.4269018311,10,null
10447,07L/25R.9_07L/25R.9E.n9,PHX,07L/25R.9,07L/25R.9E.n9,238.5015704724,10,null
10448,07L/25R.9E.n9_E.n9,PHX,07L/25R.9E.n9,E.n9,234.3382547489,10,null
10449,F.n9_F.n907L/25R.9,PHX,F.n9,F.n907L/25R.9,172.7068083528,10,null
10450,F.n907L/25R.9_07L/25R.9,PHX,F.n907L/25R.9,07L/25R.9,206.6579667628,10,null
10451,F.n9_F.n9F.nG7,PHX,F.n9,F.n9F.nG7,320.7114021914,10,null
10452,F.n9F.nG7_F.nG7,PHX,F.n9F.nG7,F.nG7,338.0046623481,10,null
10453,F.n9F.nG7_F.n907L/25R.9,PHX,F.n9F.nG7,F.n907L/25R.9,270.4603440834,10,null
10455,07R/25L.nH6_07R/25L.nH6F.nG7,PHX,07R/25L.nH6,07R/25L.nH6F.nG7,404.6217522755,10,null
10456,07R/25L.nH6F.nG7_F.nG7,PHX,07R/25L.nH6F.nG7,F.nG7,307.6824856413,10,null
10457,07R/25L.n7_07R/25L.nH6F.nG7,PHX,07R/25L.n7,07R/25L.nH6F.nG7,169.9072698222,10,null
10458,F.n9F.nG7_07R/25L.nH6F.nG7,PHX,F.n9F.nG7,07R/25L.nH6F.nG7,199.0697777275,10,null
10460,H.n507R/25L.n5_07R/25L.n5,PHX,H.n507R/25L.n5,07R/25L.n5,222.5702700088,10,null
10461,07R/25L.n5_07R/25L.n507R/25L.nG6,PHX,07R/25L.n5,07R/25L.n507R/25L.nG6,214.2058311601,30,07R/25L
10462,07R/25L.n507R/25L.nG6_07R/25L.nG6,PHX,07R/25L.n507R/25L.nG6,07R/25L.nG6,527.6909594124,30,07R/25L
10463,07R/25L.n507R/25L.nG6_H.n507R/25L.n5,PHX,07R/25L.n507R/25L.nG6,H.n507R/25L.n5,184.6612857982,10,null
10464,T.H.06_H.n507R/25L.n5,PHX,T.H.06,H.n507R/25L.n5,185.6679792003,10,null
10465,T.H.08_H.n507R/25L.n5,PHX,T.H.08,H.n507R/25L.n5,315.4285827028,10,null
10466,F.n6_F.n607L/25R.6,PHX,F.n6,F.n607L/25R.6,184.8861725894,10,null
10467,F.n607L/25R.6_07L/25R.6,PHX,F.n607L/25R.6,07L/25R.6,169.3574031763,10,null
10468,F.n607L/25R.6_F.nG4,PHX,F.n607L/25R.6,F.nG4,295.2575428158,10,null
10469,F.nG3_F.nG307R/25L.n3,PHX,F.nG3,F.nG307R/25L.n3,194.917332754,10,null
10470,F.nG307R/25L.n3_07R/25L.n3,PHX,F.nG307R/25L.n3,07R/25L.n3,293.8076049324,10,null
10471,H.n3_H.n307R/25L.n3,PHX,H.n3,H.n307R/25L.n3,288.8564278685,10,null
10472,H.n307R/25L.n3_07R/25L.n3,PHX,H.n307R/25L.n3,07R/25L.n3,289.4847261891,10,null
10473,H.n307R/25L.n3_Taxiway Intersection (20),PHX,H.n307R/25L.n3,Taxiway Intersection (20),220.8266333749,10,null
10474,F.n4_F.n407R/25L.nG2,PHX,F.n4,F.n407R/25L.nG2,215.6196958299,10,null
10475,F.n407R/25L.nG2_07R/25L.nG2,PHX,F.n407R/25L.nG2,07R/25L.nG2,301.5858731669,10,null
10476,07L/25R.7_07L/25R.7E.n7,PHX,07L/25R.7,07L/25R.7E.n7,277.3873527916,10,null
10477,07L/25R.7E.n7_E.n7,PHX,07L/25R.7E.n7,E.n7,241.4473672082,10,null
10478,E.n7_E.n7E.nD7,PHX,E.n7,E.n7E.nD7,238.310550886,10,null
10479,E.n7E.nD7_E.nD7,PHX,E.n7E.nD7,E.nD7,237.1635159408,10,null
10480,07L/25R.7E.n7_E.n7E.nD7,PHX,07L/25R.7E.n7,E.n7E.nD7,183.496441899,10,null
10481,D.n7_D.n7E.nD7,PHX,D.n7,D.n7E.nD7,127.0163964936,10,null
10482,D.n7E.nD7_E.nD7,PHX,D.n7E.nD7,E.nD7,152.5793456358,10,null
10483,D.n7E.nD7_E.n7E.nD7,PHX,D.n7E.nD7,E.n7E.nD7,165.7372643095,10,null
10484,D.n8_D.n8E.nD8,PHX,D.n8,D.n8E.nD8,134.6794135116,10,null
10485,D.n8E.nD8_E.nD8,PHX,D.n8E.nD8,E.nD8,125.3781546497,10,null
10486,E.nD8_E.nD8E.n8,PHX,E.nD8,E.nD8E.n8,165.5899908436,10,null
10488,D.n8E.nD8_E.nD8E.n8,PHX,D.n8E.nD8,E.nD8E.n8,126.3664852356,10,null
10489,D.n8_D.n8D.n9,PHX,D.n8,D.n8D.n9,124.8211424196,10,null
10490,D.n8D.n9_D.n9,PHX,D.n8D.n9,D.n9,528.4690351658,10,null
10491,D.n8E.nD8_D.n8D.n9,PHX,D.n8E.nD8,D.n8D.n9,178.8336004011,10,null
10492,D.n7_D.n7D.n8,PHX,D.n7,D.n7D.n8,82.2565730606,10,null
10493,D.n7D.n8_D.n8,PHX,D.n7D.n8,D.n8,463.4911453676,10,null
10494,SpotSW.3_D.n7D.n8,PHX,SpotSW.3,D.n7D.n8,172.2436262461,10,null
10495,07L/25R.8_07L/25R.8E.n8,PHX,07L/25R.8,07L/25R.8E.n8,200.5042678632,10,null
10496,07L/25R.8E.n8_E.n8,PHX,07L/25R.8E.n8,E.n8,252.2657786284,10,null
10498,E.nD8E.n8_E.nD8E.n8E.n8,PHX,E.nD8E.n8,E.nD8E.n8E.n8,120.9203933912,10,null
10499,E.nD8E.n8E.n8_E.n8,PHX,E.nD8E.n8E.n8,E.n8,290.5171194106,10,null
10500,07L/25R.8E.n8_E.nD8E.n8E.n8,PHX,07L/25R.8E.n8,E.nD8E.n8E.n8,165.2381683947,10,null
10183,SpotCE.1_Taxiway Intersection (28),PHX,SpotCE.1,Taxiway Intersection (28),134.3419390869,10,null
10184,SpotCE.1_Taxiway Intersection (46),PHX,SpotCE.1,Taxiway Intersection (46),179.2718002888,10,null
